Date,Hours,Price (EUR/MWh),Traded volumes (MWh)
2012.10.28.,H19,"45,75","804,70"
2012.10.28.,H20,"55,00","852,00"
2012.10.28.,H21,"58,39","746,70"
2012.10.28.,H22,"52,35","672,50"
2012.10.28.,H23,"45,65","800,50"
2012.10.28.,H24,"36,09","970,90"
2012.10.28.,H25,"29,65","988,70"
2012.10.29.,H1,"29,00","1 305,90"
2012.10.29.,H2,"26,19","1 396,70"
2012.10.29.,H3,"24,37","1 388,80"
2012.10.29.,H4,"24,01","1 374,10"
2012.10.29.,H5,"26,00","1 247,60"
2012.10.29.,H6,"31,94","1 168,30"
2012.10.29.,H7,"45,05","972,70"
2012.10.29.,H8,"59,75","814,90"
2012.10.29.,H9,"57,46","670,00"
2012.10.29.,H10,"57,15","676,60"
2012.10.29.,H11,"53,05","683,90"
2012.10.29.,H12,"50,92","773,60"
2012.10.29.,H13,"49,41","736,10"
2012.10.29.,H14,"49,00","742,40"
2012.10.29.,H15,"49,00","764,30"
2012.10.29.,H16,"52,03","747,00"
2012.10.29.,H17,"56,00","698,20"
2012.10.29.,H18,"66,55","728,20"
2012.10.29.,H19,"77,00","691,80"
2012.10.29.,H20,"76,79","814,80"
2012.10.29.,H21,"58,65","987,50"
2012.10.29.,H22,"45,94","943,90"
2012.10.29.,H23,"43,52","803,80"
2012.10.29.,H24,"36,00","873,10"
2012.10.30.,H1,"34,15","996,50"
2012.10.30.,H2,"33,51","1 234,30"
2012.10.30.,H3,"33,49","1 235,30"
2012.10.30.,H4,"33,00","1 254,30"
2012.10.30.,H5,"32,59","1 528,40"
2012.10.30.,H6,"37,00","1 350,00"
2012.10.30.,H7,"50,71","888,20"
2012.10.30.,H8,"66,10","917,50"
2012.10.30.,H9,"67,55","785,00"
2012.10.30.,H10,"66,00","713,20"
2012.10.30.,H11,"66,89","839,70"
2012.10.30.,H12,"67,00","772,60"
2012.10.30.,H13,"64,00","757,50"
2012.10.30.,H14,"62,80","819,30"
2012.10.30.,H15,"60,00","805,50"
2012.10.30.,H16,"61,00","976,10"
2012.10.30.,H17,"72,00","961,20"
2012.10.30.,H18,"90,08","755,80"
2012.10.30.,H19,"106,21","922,60"
2012.10.30.,H20,"88,00","908,90"
2012.10.30.,H21,"63,00","950,90"
2012.10.30.,H22,"52,70","808,50"
2012.10.30.,H23,"45,45","794,70"
2012.10.30.,H24,"37,74","873,60"
2012.10.31.,H1,"35,49","782,60"
2012.10.31.,H2,"35,56","946,60"
2012.10.31.,H3,"35,36","960,50"
2012.10.31.,H4,"34,00","1 119,10"
2012.10.31.,H5,"34,99","1 016,10"
2012.10.31.,H6,"36,36","862,10"
2012.10.31.,H7,"44,88","776,20"
2012.10.31.,H8,"62,00","749,20"
2012.10.31.,H9,"60,99","685,10"
2012.10.31.,H10,"58,48","614,90"
2012.10.31.,H11,"50,91","642,40"
2012.10.31.,H12,"46,77","677,00"
2012.10.31.,H13,"42,00","729,60"
2012.10.31.,H14,"43,96","788,40"
2012.10.31.,H15,"43,69","847,20"
2012.10.31.,H16,"53,00","853,50"
2012.10.31.,H17,"60,28","740,60"
2012.10.31.,H18,"105,10","832,40"
2012.10.31.,H19,"83,30","725,40"
2012.10.31.,H20,"66,77","656,50"
2012.10.31.,H21,"54,95","841,40"
2012.10.31.,H22,"43,69","736,30"
2012.10.31.,H23,"38,47","837,10"
2012.10.31.,H24,"33,00","658,70"
2012.11.01.,H1,"29,10","906,90"
2012.11.01.,H2,"27,90","953,40"
2012.11.01.,H3,"28,63","1 108,10"
2012.11.01.,H4,"27,70","1 127,50"
2012.11.01.,H5,"26,80","1 122,60"
2012.11.01.,H6,"28,00","1 118,90"
2012.11.01.,H7,"30,00","1 555,60"
2012.11.01.,H8,"34,62","1 273,50"
2012.11.01.,H9,"36,00","1 099,40"
2012.11.01.,H10,"37,10","1 127,20"
2012.11.01.,H11,"37,34","1 145,80"
2012.11.01.,H12,"37,05","1 135,30"
2012.11.01.,H13,"34,63","1 089,40"
2012.11.01.,H14,"33,39","1 143,20"
2012.11.01.,H15,"32,33","1 148,30"
2012.11.01.,H16,"34,20","1 152,40"
2012.11.01.,H17,"34,20","996,20"
2012.11.01.,H18,"41,00","900,00"
2012.11.01.,H19,"46,69","833,70"
2012.11.01.,H20,"42,23","877,50"
2012.11.01.,H21,"35,70","878,90"
2012.11.01.,H22,"32,30","1 060,20"
2012.11.01.,H23,"27,16","1 069,60"
2012.11.01.,H24,"18,79","1 124,00"
2012.11.02.,H1,"15,00","1 290,70"
2012.11.02.,H2,"14,10","1 223,30"
2012.11.02.,H3,"12,36","1 229,70"
2012.11.02.,H4,"10,84","1 261,20"
2012.11.02.,H5,"12,00","1 208,90"
2012.11.02.,H6,"17,00","1 113,40"
2012.11.02.,H7,"28,25","1 381,20"
2012.11.02.,H8,"37,62","1 219,70"
2012.11.02.,H9,"43,27","962,10"
2012.11.02.,H10,"40,90","908,70"
2012.11.02.,H11,"36,71","908,10"
2012.11.02.,H12,"36,94","964,90"
2012.11.02.,H13,"35,10","962,40"
2012.11.02.,H14,"34,18","982,70"
2012.11.02.,H15,"36,55","958,20"
2012.11.02.,H16,"40,26","1 092,00"
2012.11.02.,H17,"44,00","768,40"
2012.11.02.,H18,"54,30","745,40"
2012.11.02.,H19,"59,75","852,30"
2012.11.02.,H20,"53,47","887,20"
2012.11.02.,H21,"45,70","793,40"
2012.11.02.,H22,"38,00","923,00"
2012.11.02.,H23,"33,66","936,60"
2012.11.02.,H24,"25,38","1 070,30"
2012.11.03.,H1,"25,77","930,60"
2012.11.03.,H2,"22,84","896,20"
2012.11.03.,H3,"20,78","953,60"
2012.11.03.,H4,"18,00","950,70"
2012.11.03.,H5,"18,00","813,30"
2012.11.03.,H6,"20,87","747,80"
2012.11.03.,H7,"26,56","818,70"
2012.11.03.,H8,"31,58","852,10"
2012.11.03.,H9,"33,93","793,70"
2012.11.03.,H10,"38,93","794,20"
2012.11.03.,H11,"39,72","850,60"
2012.11.03.,H12,"40,40","788,80"
2012.11.03.,H13,"39,70","780,10"
2012.11.03.,H14,"38,06","731,80"
2012.11.03.,H15,"37,06","659,10"
2012.11.03.,H16,"37,90","678,20"
2012.11.03.,H17,"40,23","692,20"
2012.11.03.,H18,"49,19","856,70"
2012.11.03.,H19,"59,05","864,20"
2012.11.03.,H20,"53,08","860,90"
2012.11.03.,H21,"42,03","790,00"
2012.11.03.,H22,"35,00","853,50"
2012.11.03.,H23,"32,79","879,10"
2012.11.03.,H24,"25,75","866,70"
2012.11.04.,H1,"21,27","928,40"
2012.11.04.,H2,"17,18","983,50"
2012.11.04.,H3,"12,51","1 034,80"
2012.11.04.,H4,"9,01","1 110,50"
2012.11.04.,H5,"12,00","1 074,10"
2012.11.04.,H6,"13,90","994,50"
2012.11.04.,H7,"15,33","919,20"
2012.11.04.,H8,"23,09","773,10"
2012.11.04.,H9,"25,93","707,50"
2012.11.04.,H10,"31,30","720,90"
2012.11.04.,H11,"34,85","730,50"
2012.11.04.,H12,"36,15","803,60"
2012.11.04.,H13,"35,70","785,00"
2012.11.04.,H14,"35,15","733,30"
2012.11.04.,H15,"34,40","772,90"
2012.11.04.,H16,"35,40","779,00"
2012.11.04.,H17,"39,49","689,30"
2012.11.04.,H18,"50,90","783,30"
2012.11.04.,H19,"58,05","804,40"
2012.11.04.,H20,"53,75","858,00"
2012.11.04.,H21,"44,72","917,90"
2012.11.04.,H22,"38,17","859,20"
2012.11.04.,H23,"35,53","823,30"
2012.11.04.,H24,"29,10","871,30"
2012.11.05.,H1,"21,81","1 090,20"
2012.11.05.,H2,"17,40","1 128,40"
2012.11.05.,H3,"14,00","1 136,10"
2012.11.05.,H4,"12,34","1 149,00"
2012.11.05.,H5,"12,00","1 094,50"
2012.11.05.,H6,"20,90","922,70"
2012.11.05.,H7,"42,21","813,70"
2012.11.05.,H8,"58,41","823,60"
2012.11.05.,H9,"58,00","812,40"
2012.11.05.,H10,"57,65","870,80"
2012.11.05.,H11,"56,65","915,60"
2012.11.05.,H12,"57,04","936,90"
2012.11.05.,H13,"55,60","945,80"
2012.11.05.,H14,"57,00","900,00"
2012.11.05.,H15,"56,60","944,10"
2012.11.05.,H16,"56,11","1 094,40"
2012.11.05.,H17,"58,10","1 051,20"
2012.11.05.,H18,"65,09","928,50"
2012.11.05.,H19,"78,03","958,30"
2012.11.05.,H20,"66,80","929,40"
2012.11.05.,H21,"55,57","1 106,60"
2012.11.05.,H22,"45,98","981,70"
2012.11.05.,H23,"41,08","982,30"
2012.11.05.,H24,"34,00","745,80"
2012.11.06.,H1,"31,28","915,70"
2012.11.06.,H2,"28,43","1 026,20"
2012.11.06.,H3,"26,63","1 240,00"
2012.11.06.,H4,"25,20","1 050,10"
2012.11.06.,H5,"25,53","995,60"
2012.11.06.,H6,"31,06","797,90"
2012.11.06.,H7,"45,60","686,10"
2012.11.06.,H8,"54,00","752,30"
2012.11.06.,H9,"62,20","641,90"
2012.11.06.,H10,"59,70","660,60"
2012.11.06.,H11,"57,70","739,70"
2012.11.06.,H12,"55,23","652,80"
2012.11.06.,H13,"53,30","665,30"
2012.11.06.,H14,"51,10","667,50"
2012.11.06.,H15,"49,07","732,80"
2012.11.06.,H16,"49,80","746,50"
2012.11.06.,H17,"53,00","741,10"
2012.11.06.,H18,"65,35","795,00"
2012.11.06.,H19,"58,30","819,10"
2012.11.06.,H20,"48,24","839,50"
2012.11.06.,H21,"43,00","759,70"
2012.11.06.,H22,"28,41","830,90"
2012.11.06.,H23,"26,74","864,70"
2012.11.06.,H24,"17,07","746,80"
2012.11.07.,H1,"6,48","949,50"
2012.11.07.,H2,"2,57","873,80"
2012.11.07.,H3,"3,00","797,50"
2012.11.07.,H4,"3,00","832,40"
2012.11.07.,H5,"3,90","733,50"
2012.11.07.,H6,"16,05","740,70"
2012.11.07.,H7,"37,29","884,00"
2012.11.07.,H8,"48,06","830,30"
2012.11.07.,H9,"49,16","732,30"
2012.11.07.,H10,"47,69","728,50"
2012.11.07.,H11,"49,20","802,10"
2012.11.07.,H12,"51,80","805,50"
2012.11.07.,H13,"50,80","781,80"
2012.11.07.,H14,"45,00","711,50"
2012.11.07.,H15,"44,48","718,10"
2012.11.07.,H16,"46,75","734,20"
2012.11.07.,H17,"65,01","874,30"
2012.11.07.,H18,"92,04","939,30"
2012.11.07.,H19,"88,06","848,80"
2012.11.07.,H20,"86,95","861,10"
2012.11.07.,H21,"86,93","936,60"
2012.11.07.,H22,"38,69","844,30"
2012.11.07.,H23,"37,01","850,40"
2012.11.07.,H24,"26,70","731,90"
2012.11.08.,H1,"18,61","936,10"
2012.11.08.,H2,"15,80","1 021,80"
2012.11.08.,H3,"10,40","893,70"
2012.11.08.,H4,"12,50","938,50"
2012.11.08.,H5,"15,02","795,70"
2012.11.08.,H6,"25,01","563,00"
2012.11.08.,H7,"40,66","684,60"
2012.11.08.,H8,"50,05","688,80"
2012.11.08.,H9,"47,79","648,70"
2012.11.08.,H10,"44,00","742,60"
2012.11.08.,H11,"39,10","744,30"
2012.11.08.,H12,"40,09","858,10"
2012.11.08.,H13,"41,00","824,40"
2012.11.08.,H14,"44,35","899,80"
2012.11.08.,H15,"43,87","700,20"
2012.11.08.,H16,"49,08","703,00"
2012.11.08.,H17,"55,19","705,50"
2012.11.08.,H18,"66,11","783,60"
2012.11.08.,H19,"67,77","842,40"
2012.11.08.,H20,"65,10","880,60"
2012.11.08.,H21,"59,01","866,10"
2012.11.08.,H22,"46,66","801,20"
2012.11.08.,H23,"40,75","734,10"
2012.11.08.,H24,"33,58","678,20"
2012.11.09.,H1,"31,37","648,40"
2012.11.09.,H2,"29,05","702,50"
2012.11.09.,H3,"28,50","741,80"
2012.11.09.,H4,"28,70","638,90"
2012.11.09.,H5,"29,00","738,70"
2012.11.09.,H6,"36,28","694,80"
2012.11.09.,H7,"51,59","977,60"
2012.11.09.,H8,"62,66","877,30"
2012.11.09.,H9,"62,04","855,60"
2012.11.09.,H10,"62,06","841,50"
2012.11.09.,H11,"58,36","837,20"
2012.11.09.,H12,"57,83","852,70"
2012.11.09.,H13,"54,91","856,90"
2012.11.09.,H14,"52,12","833,70"
2012.11.09.,H15,"51,18","859,30"
2012.11.09.,H16,"51,51","784,60"
2012.11.09.,H17,"72,72","897,00"
2012.11.09.,H18,"92,02","1 010,00"
2012.11.09.,H19,"76,07","842,50"
2012.11.09.,H20,"64,54","802,40"
2012.11.09.,H21,"54,06","857,60"
2012.11.09.,H22,"42,07","843,60"
2012.11.09.,H23,"39,77","856,20"
2012.11.09.,H24,"34,00","789,60"
2012.11.10.,H1,"34,61","707,00"
2012.11.10.,H2,"32,73","852,30"
2012.11.10.,H3,"29,80","783,40"
2012.11.10.,H4,"27,00","742,10"
2012.11.10.,H5,"26,51","698,30"
2012.11.10.,H6,"28,00","784,90"
2012.11.10.,H7,"29,99","953,90"
2012.11.10.,H8,"41,41","874,30"
2012.11.10.,H9,"40,47","841,50"
2012.11.10.,H10,"47,08","865,70"
2012.11.10.,H11,"59,00","896,80"
2012.11.10.,H12,"49,03","931,70"
2012.11.10.,H13,"47,90","908,80"
2012.11.10.,H14,"44,21","831,00"
2012.11.10.,H15,"43,09","759,00"
2012.11.10.,H16,"42,46","775,20"
2012.11.10.,H17,"59,00","916,50"
2012.11.10.,H18,"86,09","1 116,80"
2012.11.10.,H19,"67,00","1 019,80"
2012.11.10.,H20,"58,03","974,60"
2012.11.10.,H21,"45,40","781,20"
2012.11.10.,H22,"41,46","718,60"
2012.11.10.,H23,"41,09","851,30"
2012.11.10.,H24,"31,45","643,70"
2012.11.11.,H1,"26,07","982,10"
2012.11.11.,H2,"20,10","929,00"
2012.11.11.,H3,"18,00","869,50"
2012.11.11.,H4,"15,00","1 065,10"
2012.11.11.,H5,"16,56","944,50"
2012.11.11.,H6,"16,00","866,20"
2012.11.11.,H7,"16,20","842,40"
2012.11.11.,H8,"17,33","846,40"
2012.11.11.,H9,"26,32","841,70"
2012.11.11.,H10,"32,40","886,20"
2012.11.11.,H11,"36,50","801,70"
2012.11.11.,H12,"37,57","851,90"
2012.11.11.,H13,"37,07","857,90"
2012.11.11.,H14,"35,65","706,60"
2012.11.11.,H15,"33,20","674,60"
2012.11.11.,H16,"32,51","932,40"
2012.11.11.,H17,"37,50","829,80"
2012.11.11.,H18,"77,46","891,20"
2012.11.11.,H19,"75,07","897,30"
2012.11.11.,H20,"75,04","909,50"
2012.11.11.,H21,"45,90","835,50"
2012.11.11.,H22,"38,92","706,20"
2012.11.11.,H23,"35,60","766,90"
2012.11.11.,H24,"31,01","927,40"
2012.11.12.,H1,"30,56","958,20"
2012.11.12.,H2,"27,51","1 087,00"
2012.11.12.,H3,"23,50","1 197,40"
2012.11.12.,H4,"21,50","1 371,20"
2012.11.12.,H5,"21,00","1 286,40"
2012.11.12.,H6,"29,65","867,70"
2012.11.12.,H7,"45,28","785,80"
2012.11.12.,H8,"59,90","892,30"
2012.11.12.,H9,"61,78","851,50"
2012.11.12.,H10,"61,22","968,90"
2012.11.12.,H11,"59,65","902,00"
2012.11.12.,H12,"58,51","874,50"
2012.11.12.,H13,"57,61","870,00"
2012.11.12.,H14,"59,26","871,10"
2012.11.12.,H15,"59,43","891,20"
2012.11.12.,H16,"57,00","939,70"
2012.11.12.,H17,"61,60","992,50"
2012.11.12.,H18,"75,51","1 185,20"
2012.11.12.,H19,"78,48","1 170,50"
2012.11.12.,H20,"64,31","1 106,60"
2012.11.12.,H21,"57,49","796,30"
2012.11.12.,H22,"62,50","753,90"
2012.11.12.,H23,"45,65","808,50"
2012.11.12.,H24,"37,00","620,70"
2012.11.13.,H1,"37,51","818,10"
2012.11.13.,H2,"36,00","940,40"
2012.11.13.,H3,"34,18","935,70"
2012.11.13.,H4,"33,04","830,30"
2012.11.13.,H5,"34,00","795,50"
2012.11.13.,H6,"39,75","707,40"
2012.11.13.,H7,"55,00","810,30"
2012.11.13.,H8,"64,65","742,60"
2012.11.13.,H9,"64,60","817,10"
2012.11.13.,H10,"61,05","751,30"
2012.11.13.,H11,"60,20","817,00"
2012.11.13.,H12,"59,66","820,80"
2012.11.13.,H13,"60,02","809,30"
2012.11.13.,H14,"59,15","737,00"
2012.11.13.,H15,"59,43","722,20"
2012.11.13.,H16,"60,01","788,70"
2012.11.13.,H17,"61,63","1 000,60"
2012.11.13.,H18,"73,35","1 138,50"
2012.11.13.,H19,"89,00","1 084,10"
2012.11.13.,H20,"69,74","953,80"
2012.11.13.,H21,"60,17","746,30"
2012.11.13.,H22,"55,00","632,70"
2012.11.13.,H23,"50,51","673,40"
2012.11.13.,H24,"42,20","725,00"
2012.11.14.,H1,"35,00","761,40"
2012.11.14.,H2,"33,46","849,50"
2012.11.14.,H3,"32,75","922,70"
2012.11.14.,H4,"32,00","892,60"
2012.11.14.,H5,"33,25","782,60"
2012.11.14.,H6,"36,30","741,90"
2012.11.14.,H7,"50,80","722,50"
2012.11.14.,H8,"63,69","765,50"
2012.11.14.,H9,"61,60","822,80"
2012.11.14.,H10,"60,00","1 016,80"
2012.11.14.,H11,"55,11","945,80"
2012.11.14.,H12,"54,81","953,20"
2012.11.14.,H13,"52,85","868,30"
2012.11.14.,H14,"54,11","838,00"
2012.11.14.,H15,"56,20","798,40"
2012.11.14.,H16,"58,43","908,60"
2012.11.14.,H17,"62,10","991,50"
2012.11.14.,H18,"73,80","1 163,80"
2012.11.14.,H19,"84,56","1 147,50"
2012.11.14.,H20,"64,87","964,60"
2012.11.14.,H21,"57,00","872,00"
2012.11.14.,H22,"56,30","732,60"
2012.11.14.,H23,"45,82","908,10"
2012.11.14.,H24,"38,03","945,00"
2012.11.15.,H1,"36,00","924,60"
2012.11.15.,H2,"33,25","773,10"
2012.11.15.,H3,"33,00","897,70"
2012.11.15.,H4,"31,74","852,50"
2012.11.15.,H5,"32,30","803,00"
2012.11.15.,H6,"36,60","750,00"
2012.11.15.,H7,"51,66","861,90"
2012.11.15.,H8,"61,72","704,40"
2012.11.15.,H9,"62,32","767,60"
2012.11.15.,H10,"59,36","834,90"
2012.11.15.,H11,"55,15","789,30"
2012.11.15.,H12,"52,41","794,90"
2012.11.15.,H13,"50,90","768,70"
2012.11.15.,H14,"52,50","745,30"
2012.11.15.,H15,"55,45","744,30"
2012.11.15.,H16,"58,10","948,40"
2012.11.15.,H17,"63,14","1 000,50"
2012.11.15.,H18,"76,00","971,80"
2012.11.15.,H19,"91,31","1 013,90"
2012.11.15.,H20,"72,86","1 030,60"
2012.11.15.,H21,"60,07","793,20"
2012.11.15.,H22,"53,10","754,30"
2012.11.15.,H23,"47,00","905,40"
2012.11.15.,H24,"37,08","771,10"
2012.11.16.,H1,"40,00","629,30"
2012.11.16.,H2,"37,48","826,40"
2012.11.16.,H3,"36,00","903,50"
2012.11.16.,H4,"34,00","898,40"
2012.11.16.,H5,"35,00","870,10"
2012.11.16.,H6,"39,12","764,20"
2012.11.16.,H7,"53,40","675,00"
2012.11.16.,H8,"64,16","615,00"
2012.11.16.,H9,"68,40","740,40"
2012.11.16.,H10,"65,00","691,30"
2012.11.16.,H11,"61,99","688,20"
2012.11.16.,H12,"59,86","799,90"
2012.11.16.,H13,"55,82","705,60"
2012.11.16.,H14,"55,41","738,70"
2012.11.16.,H15,"56,00","823,40"
2012.11.16.,H16,"56,37","926,90"
2012.11.16.,H17,"57,00","1 133,20"
2012.11.16.,H18,"69,79","1 101,10"
2012.11.16.,H19,"78,28","1 282,40"
2012.11.16.,H20,"63,99","1 259,80"
2012.11.16.,H21,"54,50","923,20"
2012.11.16.,H22,"48,45","683,50"
2012.11.16.,H23,"44,54","847,50"
2012.11.16.,H24,"36,11","641,20"
2012.11.17.,H1,"39,90","703,00"
2012.11.17.,H2,"36,69","858,60"
2012.11.17.,H3,"33,95","715,50"
2012.11.17.,H4,"33,27","886,20"
2012.11.17.,H5,"31,60","949,30"
2012.11.17.,H6,"33,00","779,80"
2012.11.17.,H7,"34,94","693,90"
2012.11.17.,H8,"37,48","723,50"
2012.11.17.,H9,"40,04","712,50"
2012.11.17.,H10,"43,10","734,80"
2012.11.17.,H11,"42,00","717,40"
2012.11.17.,H12,"42,00","684,10"
2012.11.17.,H13,"40,84","743,20"
2012.11.17.,H14,"38,24","703,60"
2012.11.17.,H15,"37,06","703,00"
2012.11.17.,H16,"38,00","678,20"
2012.11.17.,H17,"44,00","751,70"
2012.11.17.,H18,"90,04","813,90"
2012.11.17.,H19,"66,25","785,80"
2012.11.17.,H20,"55,72","745,70"
2012.11.17.,H21,"47,81","779,40"
2012.11.17.,H22,"42,10","745,80"
2012.11.17.,H23,"43,48","747,20"
2012.11.17.,H24,"36,36","830,10"
2012.11.18.,H1,"34,05","756,70"
2012.11.18.,H2,"29,56","767,60"
2012.11.18.,H3,"27,00","733,10"
2012.11.18.,H4,"23,80","841,10"
2012.11.18.,H5,"24,65","812,80"
2012.11.18.,H6,"24,65","820,10"
2012.11.18.,H7,"25,11","738,40"
2012.11.18.,H8,"29,53","847,60"
2012.11.18.,H9,"33,03","833,50"
2012.11.18.,H10,"36,08","784,50"
2012.11.18.,H11,"40,59","813,40"
2012.11.18.,H12,"44,05","786,60"
2012.11.18.,H13,"44,79","792,40"
2012.11.18.,H14,"39,50","759,10"
2012.11.18.,H15,"36,71","816,90"
2012.11.18.,H16,"35,65","863,70"
2012.11.18.,H17,"46,04","780,70"
2012.11.18.,H18,"76,07","735,10"
2012.11.18.,H19,"61,02","845,40"
2012.11.18.,H20,"66,45","889,50"
2012.11.18.,H21,"51,42","808,90"
2012.11.18.,H22,"46,00","797,60"
2012.11.18.,H23,"45,28","930,20"
2012.11.18.,H24,"36,65","804,60"
2012.11.19.,H1,"31,31","965,20"
2012.11.19.,H2,"29,00","1 077,40"
2012.11.19.,H3,"28,30","1 068,00"
2012.11.19.,H4,"27,00","1 096,60"
2012.11.19.,H5,"27,77","942,00"
2012.11.19.,H6,"33,25","726,30"
2012.11.19.,H7,"50,18","684,80"
2012.11.19.,H8,"62,60","795,00"
2012.11.19.,H9,"65,03","882,50"
2012.11.19.,H10,"63,30","890,40"
2012.11.19.,H11,"61,85","938,30"
2012.11.19.,H12,"60,00","856,50"
2012.11.19.,H13,"58,00","823,00"
2012.11.19.,H14,"58,09","825,90"
2012.11.19.,H15,"56,72","787,00"
2012.11.19.,H16,"57,40","801,70"
2012.11.19.,H17,"59,49","1 105,10"
2012.11.19.,H18,"72,00","1 023,50"
2012.11.19.,H19,"86,56","1 054,50"
2012.11.19.,H20,"65,07","1 056,40"
2012.11.19.,H21,"58,00","919,40"
2012.11.19.,H22,"49,51","789,20"
2012.11.19.,H23,"49,06","957,00"
2012.11.19.,H24,"38,75","874,50"
2012.11.20.,H1,"36,47","720,70"
2012.11.20.,H2,"35,26","826,20"
2012.11.20.,H3,"33,32","963,20"
2012.11.20.,H4,"32,68","966,40"
2012.11.20.,H5,"34,00","959,90"
2012.11.20.,H6,"38,01","727,60"
2012.11.20.,H7,"51,00","880,00"
2012.11.20.,H8,"62,90","843,20"
2012.11.20.,H9,"64,05","916,30"
2012.11.20.,H10,"63,80","969,80"
2012.11.20.,H11,"63,00","888,60"
2012.11.20.,H12,"62,00","927,40"
2012.11.20.,H13,"60,47","955,10"
2012.11.20.,H14,"60,20","866,30"
2012.11.20.,H15,"60,00","836,90"
2012.11.20.,H16,"60,65","953,40"
2012.11.20.,H17,"63,50","1 089,70"
2012.11.20.,H18,"73,94","1 031,00"
2012.11.20.,H19,"80,07","1 095,50"
2012.11.20.,H20,"66,00","1 061,70"
2012.11.20.,H21,"60,00","952,90"
2012.11.20.,H22,"53,03","901,40"
2012.11.20.,H23,"48,00","966,00"
2012.11.20.,H24,"39,77","846,10"
2012.11.21.,H1,"36,60","657,00"
2012.11.21.,H2,"35,05","749,40"
2012.11.21.,H3,"33,17","868,30"
2012.11.21.,H4,"31,80","917,10"
2012.11.21.,H5,"32,52","761,70"
2012.11.21.,H6,"35,20","624,00"
2012.11.21.,H7,"47,30","799,00"
2012.11.21.,H8,"62,03","961,10"
2012.11.21.,H9,"62,06","983,30"
2012.11.21.,H10,"62,02","978,60"
2012.11.21.,H11,"60,02","946,90"
2012.11.21.,H12,"59,05","1 000,00"
2012.11.21.,H13,"58,04","971,10"
2012.11.21.,H14,"59,00","942,70"
2012.11.21.,H15,"59,09","1 044,80"
2012.11.21.,H16,"57,00","960,50"
2012.11.21.,H17,"64,91","1 188,30"
2012.11.21.,H18,"71,29","1 176,10"
2012.11.21.,H19,"70,09","1 162,80"
2012.11.21.,H20,"61,52","1 137,90"
2012.11.21.,H21,"55,00","934,70"
2012.11.21.,H22,"52,23","890,80"
2012.11.21.,H23,"43,02","965,10"
2012.11.21.,H24,"36,59","890,00"
2012.11.22.,H1,"32,95","971,10"
2012.11.22.,H2,"31,52","761,60"
2012.11.22.,H3,"30,29","933,30"
2012.11.22.,H4,"28,65","981,60"
2012.11.22.,H5,"28,81","846,80"
2012.11.22.,H6,"33,92","709,10"
2012.11.22.,H7,"44,04","847,20"
2012.11.22.,H8,"55,80","795,40"
2012.11.22.,H9,"57,54","999,10"
2012.11.22.,H10,"57,15","991,10"
2012.11.22.,H11,"58,96","904,50"
2012.11.22.,H12,"60,00","862,30"
2012.11.22.,H13,"58,98","890,40"
2012.11.22.,H14,"58,73","892,80"
2012.11.22.,H15,"58,32","898,80"
2012.11.22.,H16,"58,34","861,40"
2012.11.22.,H17,"59,90","1 132,90"
2012.11.22.,H18,"71,33","1 090,90"
2012.11.22.,H19,"70,15","1 109,20"
2012.11.22.,H20,"61,73","1 053,50"
2012.11.22.,H21,"55,00","911,90"
2012.11.22.,H22,"46,82","938,30"
2012.11.22.,H23,"42,27","1 004,60"
2012.11.22.,H24,"36,53","894,00"
2012.11.23.,H1,"32,80","884,40"
2012.11.23.,H2,"30,24","924,70"
2012.11.23.,H3,"28,04","1 050,70"
2012.11.23.,H4,"26,40","1 024,30"
2012.11.23.,H5,"27,00","911,00"
2012.11.23.,H6,"31,70","755,10"
2012.11.23.,H7,"49,70","948,80"
2012.11.23.,H8,"54,00","950,00"
2012.11.23.,H9,"55,50","968,70"
2012.11.23.,H10,"55,89","944,50"
2012.11.23.,H11,"55,11","955,00"
2012.11.23.,H12,"74,81","1 012,40"
2012.11.23.,H13,"73,05","1 024,80"
2012.11.23.,H14,"70,45","1 032,20"
2012.11.23.,H15,"68,07","999,20"
2012.11.23.,H16,"68,10","1 012,10"
2012.11.23.,H17,"82,79","1 250,80"
2012.11.23.,H18,"82,19","1 187,90"
2012.11.23.,H19,"66,20","1 154,20"
2012.11.23.,H20,"62,79","1 106,30"
2012.11.23.,H21,"57,43","1 059,50"
2012.11.23.,H22,"68,04","1 060,20"
2012.11.23.,H23,"42,13","999,40"
2012.11.23.,H24,"36,94","866,60"
2012.11.24.,H1,"36,60","801,00"
2012.11.24.,H2,"33,40","900,80"
2012.11.24.,H3,"30,79","972,00"
2012.11.24.,H4,"31,11","826,50"
2012.11.24.,H5,"31,00","840,40"
2012.11.24.,H6,"31,95","801,40"
2012.11.24.,H7,"34,03","751,40"
2012.11.24.,H8,"40,01","826,10"
2012.11.24.,H9,"45,96","843,30"
2012.11.24.,H10,"75,07","894,60"
2012.11.24.,H11,"75,06","903,40"
2012.11.24.,H12,"74,18","947,50"
2012.11.24.,H13,"49,06","928,00"
2012.11.24.,H14,"44,20","772,90"
2012.11.24.,H15,"42,00","772,80"
2012.11.24.,H16,"41,50","860,60"
2012.11.24.,H17,"95,06","972,70"
2012.11.24.,H18,"88,10","1 069,80"
2012.11.24.,H19,"88,04","1 069,80"
2012.11.24.,H20,"77,05","1 050,40"
2012.11.24.,H21,"75,03","835,10"
2012.11.24.,H22,"47,02","827,70"
2012.11.24.,H23,"36,91","852,30"
