Date,Hours,Price (EUR/MWh),Traded volumes (MWh)
2012.06.26.,H20,"48,31","606,10"
2012.06.26.,H21,"47,01","672,60"
2012.06.26.,H22,"57,10","643,30"
2012.06.26.,H23,"66,01","575,80"
2012.06.26.,H24,"39,60","630,40"
2012.06.27.,H1,"36,20","719,90"
2012.06.27.,H2,"32,05","771,40"
2012.06.27.,H3,"29,19","991,20"
2012.06.27.,H4,"28,42","781,60"
2012.06.27.,H5,"28,51","823,60"
2012.06.27.,H6,"32,01","713,10"
2012.06.27.,H7,"42,05","611,50"
2012.06.27.,H8,"55,09","665,30"
2012.06.27.,H9,"57,02","560,60"
2012.06.27.,H10,"60,11","574,10"
2012.06.27.,H11,"61,52","584,50"
2012.06.27.,H12,"62,01","550,30"
2012.06.27.,H13,"63,04","541,70"
2012.06.27.,H14,"61,93","558,20"
2012.06.27.,H15,"64,00","581,30"
2012.06.27.,H16,"57,21","660,30"
2012.06.27.,H17,"54,02","618,20"
2012.06.27.,H18,"55,01","647,20"
2012.06.27.,H19,"56,00","539,60"
2012.06.27.,H20,"53,91","591,40"
2012.06.27.,H21,"53,00","504,40"
2012.06.27.,H22,"50,01","566,90"
2012.06.27.,H23,"51,96","559,70"
2012.06.27.,H24,"43,74","586,60"
2012.06.28.,H1,"41,18","689,20"
2012.06.28.,H2,"36,69","621,00"
2012.06.28.,H3,"33,18","722,30"
2012.06.28.,H4,"30,87","730,40"
2012.06.28.,H5,"28,44","845,10"
2012.06.28.,H6,"33,29","719,50"
2012.06.28.,H7,"43,91","686,70"
2012.06.28.,H8,"60,86","650,10"
2012.06.28.,H9,"64,78","530,40"
2012.06.28.,H10,"63,04","674,20"
2012.06.28.,H11,"66,01","700,00"
2012.06.28.,H12,"80,00","682,40"
2012.06.28.,H13,"90,00","723,50"
2012.06.28.,H14,"90,00","687,00"
2012.06.28.,H15,"68,01","662,20"
2012.06.28.,H16,"69,00","674,40"
2012.06.28.,H17,"90,01","675,90"
2012.06.28.,H18,"68,01","553,90"
2012.06.28.,H19,"54,14","542,00"
2012.06.28.,H20,"52,98","595,70"
2012.06.28.,H21,"50,58","558,50"
2012.06.28.,H22,"50,76","658,30"
2012.06.28.,H23,"52,01","602,30"
2012.06.28.,H24,"43,41","671,60"
2012.06.29.,H1,"37,01","712,90"
2012.06.29.,H2,"32,00","644,20"
2012.06.29.,H3,"29,03","806,80"
2012.06.29.,H4,"24,65","797,20"
2012.06.29.,H5,"25,47","799,50"
2012.06.29.,H6,"30,19","694,10"
2012.06.29.,H7,"41,09","734,10"
2012.06.29.,H8,"53,71","787,30"
2012.06.29.,H9,"64,52","636,30"
2012.06.29.,H10,"59,17","569,50"
2012.06.29.,H11,"64,24","632,70"
2012.06.29.,H12,"65,14","674,50"
2012.06.29.,H13,"75,00","702,60"
2012.06.29.,H14,"75,00","697,10"
2012.06.29.,H15,"57,41","633,30"
2012.06.29.,H16,"54,46","665,10"
2012.06.29.,H17,"54,01","614,70"
2012.06.29.,H18,"56,35","613,40"
2012.06.29.,H19,"49,50","529,40"
2012.06.29.,H20,"48,00","527,60"
2012.06.29.,H21,"48,71","552,30"
2012.06.29.,H22,"48,70","639,00"
2012.06.29.,H23,"56,95","731,10"
2012.06.29.,H24,"41,33","668,30"
2012.06.30.,H1,"37,44","634,50"
2012.06.30.,H2,"33,98","688,70"
2012.06.30.,H3,"29,05","693,30"
2012.06.30.,H4,"27,53","737,80"
2012.06.30.,H5,"23,42","746,50"
2012.06.30.,H6,"24,27","713,20"
2012.06.30.,H7,"24,18","718,00"
2012.06.30.,H8,"29,05","790,40"
2012.06.30.,H9,"35,29","696,80"
2012.06.30.,H10,"37,31","615,60"
2012.06.30.,H11,"38,55","691,30"
2012.06.30.,H12,"39,74","656,70"
2012.06.30.,H13,"40,01","725,60"
2012.06.30.,H14,"34,03","737,60"
2012.06.30.,H15,"29,61","618,30"
2012.06.30.,H16,"28,94","558,90"
2012.06.30.,H17,"27,70","591,70"
2012.06.30.,H18,"32,09","595,90"
2012.06.30.,H19,"37,71","643,30"
2012.06.30.,H20,"40,59","798,90"
2012.06.30.,H21,"40,24","681,00"
2012.06.30.,H22,"41,00","656,00"
2012.06.30.,H23,"44,41","652,50"
2012.06.30.,H24,"38,74","650,80"
2012.07.01.,H1,"29,04","599,80"
2012.07.01.,H2,"23,30","652,00"
2012.07.01.,H3,"21,96","649,40"
2012.07.01.,H4,"16,90","639,90"
2012.07.01.,H5,"16,86","674,90"
2012.07.01.,H6,"14,15","715,00"
2012.07.01.,H7,"15,75","614,60"
2012.07.01.,H8,"18,62","529,10"
2012.07.01.,H9,"35,00","453,70"
2012.07.01.,H10,"45,00","507,50"
2012.07.01.,H11,"100,05","522,60"
2012.07.01.,H12,"100,06","546,10"
2012.07.01.,H13,"100,07","569,90"
2012.07.01.,H14,"72,00","565,10"
2012.07.01.,H15,"75,01","569,30"
2012.07.01.,H16,"72,01","571,00"
2012.07.01.,H17,"69,01","599,20"
2012.07.01.,H18,"55,01","516,00"
2012.07.01.,H19,"49,01","553,80"
2012.07.01.,H20,"69,01","525,80"
2012.07.01.,H21,"95,01","524,70"
2012.07.01.,H22,"120,10","563,40"
2012.07.01.,H23,"65,01","556,50"
2012.07.01.,H24,"37,65","555,30"
2012.07.02.,H1,"34,00","580,50"
2012.07.02.,H2,"28,51","820,70"
2012.07.02.,H3,"25,34","725,50"
2012.07.02.,H4,"21,54","737,60"
2012.07.02.,H5,"21,58","742,40"
2012.07.02.,H6,"30,13","703,10"
2012.07.02.,H7,"46,48","819,70"
2012.07.02.,H8,"96,01","784,30"
2012.07.02.,H9,"61,50","620,00"
2012.07.02.,H10,"99,00","648,60"
2012.07.02.,H11,"100,05","672,80"
2012.07.02.,H12,"111,05","697,70"
2012.07.02.,H13,"120,01","709,80"
2012.07.02.,H14,"121,05","696,90"
2012.07.02.,H15,"120,01","659,00"
2012.07.02.,H16,"120,01","708,40"
2012.07.02.,H17,"106,05","681,40"
2012.07.02.,H18,"100,06","716,90"
2012.07.02.,H19,"70,00","661,50"
2012.07.02.,H20,"62,31","609,80"
2012.07.02.,H21,"96,01","940,90"
2012.07.02.,H22,"102,01","939,40"
2012.07.02.,H23,"100,00","939,90"
2012.07.02.,H24,"51,08","914,60"
2012.07.03.,H1,"85,01","761,60"
2012.07.03.,H2,"65,66","790,80"
2012.07.03.,H3,"41,00","799,00"
2012.07.03.,H4,"37,01","814,50"
2012.07.03.,H5,"37,00","894,20"
2012.07.03.,H6,"35,51","1 011,10"
2012.07.03.,H7,"58,01","793,50"
2012.07.03.,H8,"126,04","721,90"
2012.07.03.,H9,"114,00","600,50"
2012.07.03.,H10,"150,01","537,90"
2012.07.03.,H11,"150,07","613,40"
2012.07.03.,H12,"150,01","678,40"
2012.07.03.,H13,"150,01","669,00"
2012.07.03.,H14,"150,01","677,40"
2012.07.03.,H15,"150,00","672,70"
2012.07.03.,H16,"150,00","635,00"
2012.07.03.,H17,"150,01","527,80"
2012.07.03.,H18,"121,05","572,70"
2012.07.03.,H19,"150,00","638,20"
2012.07.03.,H20,"131,05","681,50"
2012.07.03.,H21,"150,00","647,70"
2012.07.03.,H22,"150,01","752,00"
2012.07.03.,H23,"150,01","658,90"
2012.07.03.,H24,"150,00","569,60"
2012.07.04.,H1,"38,11","835,40"
2012.07.04.,H2,"35,01","802,10"
2012.07.04.,H3,"31,93","867,00"
2012.07.04.,H4,"28,43","892,00"
2012.07.04.,H5,"27,58","924,50"
2012.07.04.,H6,"32,53","784,00"
2012.07.04.,H7,"42,51","837,80"
2012.07.04.,H8,"69,00","575,70"
2012.07.04.,H9,"65,00","683,50"
2012.07.04.,H10,"110,01","712,10"
2012.07.04.,H11,"130,00","666,40"
2012.07.04.,H12,"150,00","679,00"
2012.07.04.,H13,"111,09","723,90"
2012.07.04.,H14,"111,05","705,60"
2012.07.04.,H15,"108,01","663,60"
2012.07.04.,H16,"110,01","686,60"
2012.07.04.,H17,"116,05","631,20"
2012.07.04.,H18,"111,10","685,90"
2012.07.04.,H19,"105,01","617,90"
2012.07.04.,H20,"92,01","643,70"
2012.07.04.,H21,"92,01","545,00"
2012.07.04.,H22,"108,00","599,30"
2012.07.04.,H23,"97,00","580,20"
2012.07.04.,H24,"45,78","584,70"
2012.07.05.,H1,"55,00","929,90"
2012.07.05.,H2,"34,00","887,40"
2012.07.05.,H3,"30,52","937,40"
2012.07.05.,H4,"25,64","1 030,50"
2012.07.05.,H5,"25,01","1 053,40"
2012.07.05.,H6,"32,20","956,20"
2012.07.05.,H7,"39,57","963,00"
2012.07.05.,H8,"52,86","752,50"
2012.07.05.,H9,"55,71","966,60"
2012.07.05.,H10,"57,43","926,00"
2012.07.05.,H11,"64,99","929,20"
2012.07.05.,H12,"65,00","943,00"
2012.07.05.,H13,"70,00","888,20"
2012.07.05.,H14,"65,00","851,00"
2012.07.05.,H15,"71,01","777,50"
2012.07.05.,H16,"70,01","792,10"
2012.07.05.,H17,"65,00","850,60"
2012.07.05.,H18,"60,01","913,70"
2012.07.05.,H19,"57,30","905,00"
2012.07.05.,H20,"59,00","936,30"
2012.07.05.,H21,"60,00","865,20"
2012.07.05.,H22,"60,00","837,80"
2012.07.05.,H23,"50,50","703,50"
2012.07.05.,H24,"63,01","691,40"
2012.07.06.,H1,"40,01","845,40"
2012.07.06.,H2,"35,51","865,50"
2012.07.06.,H3,"29,63","877,30"
2012.07.06.,H4,"24,74","882,10"
2012.07.06.,H5,"24,36","873,20"
2012.07.06.,H6,"35,03","835,20"
2012.07.06.,H7,"60,36","758,90"
2012.07.06.,H8,"100,01","709,70"
2012.07.06.,H9,"100,01","627,50"
2012.07.06.,H10,"116,05","726,40"
2012.07.06.,H11,"159,00","731,10"
2012.07.06.,H12,"159,00","758,60"
2012.07.06.,H13,"150,00","816,80"
2012.07.06.,H14,"140,01","843,70"
2012.07.06.,H15,"150,00","757,80"
2012.07.06.,H16,"140,01","767,90"
2012.07.06.,H17,"131,04","817,70"
2012.07.06.,H18,"100,01","718,70"
2012.07.06.,H19,"100,01","614,70"
2012.07.06.,H20,"100,01","588,60"
2012.07.06.,H21,"100,01","579,20"
2012.07.06.,H22,"100,01","674,70"
2012.07.06.,H23,"100,00","669,70"
2012.07.06.,H24,"55,01","670,40"
2012.07.07.,H1,"41,08","704,90"
2012.07.07.,H2,"37,51","782,40"
2012.07.07.,H3,"35,83","797,80"
2012.07.07.,H4,"35,51","791,70"
2012.07.07.,H5,"30,86","786,60"
2012.07.07.,H6,"30,22","774,20"
2012.07.07.,H7,"32,47","747,40"
2012.07.07.,H8,"35,51","868,10"
2012.07.07.,H9,"42,52","839,20"
2012.07.07.,H10,"45,95","782,00"
2012.07.07.,H11,"55,00","867,60"
2012.07.07.,H12,"100,00","859,30"
2012.07.07.,H13,"105,00","887,40"
2012.07.07.,H14,"38,01","870,60"
2012.07.07.,H15,"38,18","826,20"
2012.07.07.,H16,"41,01","890,40"
2012.07.07.,H17,"39,00","828,00"
2012.07.07.,H18,"47,00","860,90"
2012.07.07.,H19,"46,92","850,00"
2012.07.07.,H20,"47,52","859,30"
2012.07.07.,H21,"52,51","842,70"
2012.07.07.,H22,"120,00","872,20"
2012.07.07.,H23,"120,01","681,40"
2012.07.07.,H24,"47,01","645,70"
2012.07.08.,H1,"33,94","598,40"
2012.07.08.,H2,"28,27","791,10"
2012.07.08.,H3,"25,19","869,00"
2012.07.08.,H4,"23,18","826,10"
2012.07.08.,H5,"18,62","846,70"
2012.07.08.,H6,"14,98","792,90"
2012.07.08.,H7,"14,81","681,00"
2012.07.08.,H8,"19,30","618,30"
2012.07.08.,H9,"21,82","838,30"
2012.07.08.,H10,"30,01","792,90"
2012.07.08.,H11,"39,01","778,90"
2012.07.08.,H12,"84,00","807,00"
2012.07.08.,H13,"90,01","807,80"
2012.07.08.,H14,"84,00","780,90"
2012.07.08.,H15,"65,58","781,50"
2012.07.08.,H16,"55,00","802,90"
2012.07.08.,H17,"63,14","839,40"
2012.07.08.,H18,"35,50","801,30"
2012.07.08.,H19,"35,51","799,20"
2012.07.08.,H20,"45,00","797,00"
2012.07.08.,H21,"69,00","775,40"
2012.07.08.,H22,"116,05","857,90"
2012.07.08.,H23,"43,87","776,60"
2012.07.08.,H24,"38,15","620,30"
2012.07.09.,H1,"30,09","597,50"
2012.07.09.,H2,"23,13","736,50"
2012.07.09.,H3,"19,65","731,00"
2012.07.09.,H4,"17,04","707,70"
2012.07.09.,H5,"15,51","693,80"
2012.07.09.,H6,"35,01","662,80"
2012.07.09.,H7,"41,25","876,60"
2012.07.09.,H8,"72,51","805,30"
2012.07.09.,H9,"65,00","825,50"
2012.07.09.,H10,"88,00","900,40"
2012.07.09.,H11,"100,01","1 020,10"
2012.07.09.,H12,"126,05","1 076,00"
2012.07.09.,H13,"137,04","1 099,70"
2012.07.09.,H14,"137,06","1 026,30"
2012.07.09.,H15,"137,02","1 035,80"
2012.07.09.,H16,"137,01","1 057,80"
2012.07.09.,H17,"125,01","1 037,80"
2012.07.09.,H18,"100,00","955,70"
2012.07.09.,H19,"96,00","873,80"
2012.07.09.,H20,"96,00","815,30"
2012.07.09.,H21,"150,00","946,00"
2012.07.09.,H22,"150,01","834,60"
2012.07.09.,H23,"125,01","824,60"
2012.07.09.,H24,"66,58","793,60"
2012.07.10.,H1,"85,00","846,50"
2012.07.10.,H2,"35,00","840,10"
2012.07.10.,H3,"28,94","791,30"
2012.07.10.,H4,"25,33","805,50"
2012.07.10.,H5,"25,92","852,40"
2012.07.10.,H6,"33,54","771,80"
2012.07.10.,H7,"43,70","711,60"
2012.07.10.,H8,"84,51","670,40"
2012.07.10.,H9,"69,01","468,90"
2012.07.10.,H10,"80,01","613,90"
2012.07.10.,H11,"85,01","669,60"
2012.07.10.,H12,"113,58","680,30"
2012.07.10.,H13,"104,33","749,80"
2012.07.10.,H14,"107,84","716,90"
2012.07.10.,H15,"108,40","694,80"
2012.07.10.,H16,"115,01","698,40"
2012.07.10.,H17,"115,00","638,00"
2012.07.10.,H18,"90,00","586,00"
2012.07.10.,H19,"85,01","523,80"
2012.07.10.,H20,"84,50","469,50"
2012.07.10.,H21,"90,00","555,60"
2012.07.10.,H22,"90,01","545,70"
2012.07.10.,H23,"85,00","502,20"
2012.07.10.,H24,"116,04","536,90"
2012.07.11.,H1,"43,00","867,20"
2012.07.11.,H2,"36,30","876,80"
2012.07.11.,H3,"34,14","867,70"
2012.07.11.,H4,"31,29","791,30"
2012.07.11.,H5,"32,88","744,20"
2012.07.11.,H6,"35,47","829,40"
2012.07.11.,H7,"41,46","709,10"
2012.07.11.,H8,"60,01","678,70"
2012.07.11.,H9,"88,00","461,70"
2012.07.11.,H10,"120,01","535,30"
2012.07.11.,H11,"125,01","564,20"
2012.07.11.,H12,"172,18","548,60"
2012.07.11.,H13,"150,00","595,90"
2012.07.11.,H14,"150,00","567,00"
2012.07.11.,H15,"140,01","540,50"
2012.07.11.,H16,"136,62","562,40"
2012.07.11.,H17,"115,01","560,40"
2012.07.11.,H18,"111,11","526,90"
2012.07.11.,H19,"64,99","499,10"
2012.07.11.,H20,"64,99","553,20"
2012.07.11.,H21,"105,00","596,60"
2012.07.11.,H22,"115,00","619,70"
2012.07.11.,H23,"88,01","586,00"
2012.07.11.,H24,"88,00","569,40"
2012.07.12.,H1,"37,95","802,60"
2012.07.12.,H2,"33,95","734,10"
2012.07.12.,H3,"29,98","801,60"
2012.07.12.,H4,"26,39","726,30"
2012.07.12.,H5,"27,98","653,40"
2012.07.12.,H6,"31,57","769,10"
2012.07.12.,H7,"36,44","711,60"
2012.07.12.,H8,"48,41","615,20"
2012.07.12.,H9,"63,06","563,30"
2012.07.12.,H10,"64,99","535,30"
2012.07.12.,H11,"65,00","484,10"
2012.07.12.,H12,"69,00","473,20"
2012.07.12.,H13,"70,00","469,70"
2012.07.12.,H14,"70,05","509,60"
2012.07.12.,H15,"70,01","470,30"
2012.07.12.,H16,"69,01","460,40"
2012.07.12.,H17,"65,00","502,00"
2012.07.12.,H18,"64,99","517,10"
2012.07.12.,H19,"64,99","593,80"
2012.07.12.,H20,"54,51","583,00"
2012.07.12.,H21,"80,27","572,30"
2012.07.12.,H22,"90,00","570,40"
2012.07.12.,H23,"70,01","509,20"
2012.07.12.,H24,"45,88","532,90"
2012.07.13.,H1,"43,19","788,50"
2012.07.13.,H2,"35,21","803,90"
2012.07.13.,H3,"33,10","823,00"
2012.07.13.,H4,"28,26","786,00"
2012.07.13.,H5,"29,01","817,80"
2012.07.13.,H6,"35,01","815,30"
2012.07.13.,H7,"42,01","775,80"
2012.07.13.,H8,"59,35","694,50"
2012.07.13.,H9,"68,25","504,20"
2012.07.13.,H10,"68,41","593,80"
2012.07.13.,H11,"71,00","591,90"
2012.07.13.,H12,"90,00","645,80"
2012.07.13.,H13,"90,00","650,10"
2012.07.13.,H14,"90,01","637,90"
2012.07.13.,H15,"88,00","585,60"
2012.07.13.,H16,"80,01","589,50"
2012.07.13.,H17,"80,01","533,00"
2012.07.13.,H18,"65,00","563,10"
2012.07.13.,H19,"60,01","608,20"
2012.07.13.,H20,"59,25","656,40"
2012.07.13.,H21,"70,13","602,50"
2012.07.13.,H22,"88,00","660,10"
2012.07.13.,H23,"59,50","585,30"
2012.07.13.,H24,"40,96","786,20"
2012.07.14.,H1,"36,55","830,60"
2012.07.14.,H2,"33,00","731,10"
2012.07.14.,H3,"29,01","656,90"
2012.07.14.,H4,"26,42","632,60"
2012.07.14.,H5,"23,21","697,60"
2012.07.14.,H6,"22,60","663,00"
2012.07.14.,H7,"24,00","680,70"
2012.07.14.,H8,"26,28","485,30"
2012.07.14.,H9,"35,01","555,30"
2012.07.14.,H10,"59,52","506,70"
2012.07.14.,H11,"75,01","536,00"
2012.07.14.,H12,"76,00","608,80"
2012.07.14.,H13,"101,11","593,10"
2012.07.14.,H14,"75,00","511,30"
2012.07.14.,H15,"70,01","503,50"
2012.07.14.,H16,"65,01","520,70"
2012.07.14.,H17,"65,01","532,10"
2012.07.14.,H18,"30,01","491,90"
2012.07.14.,H19,"47,93","535,60"
2012.07.14.,H20,"65,00","528,20"
2012.07.14.,H21,"45,14","440,90"
2012.07.14.,H22,"75,01","599,00"
2012.07.14.,H23,"39,30","627,90"
2012.07.14.,H24,"33,17","651,60"
2012.07.15.,H1,"30,00","856,70"
2012.07.15.,H2,"21,68","798,30"
2012.07.15.,H3,"17,76","841,10"
2012.07.15.,H4,"16,00","759,70"
2012.07.15.,H5,"13,28","815,80"
2012.07.15.,H6,"11,60","968,00"
2012.07.15.,H7,"11,05","908,50"
2012.07.15.,H8,"16,39","685,00"
2012.07.15.,H9,"22,01","564,90"
2012.07.15.,H10,"26,52","553,20"
2012.07.15.,H11,"28,41","411,00"
2012.07.15.,H12,"32,76","448,70"
2012.07.15.,H13,"32,37","462,60"
2012.07.15.,H14,"26,51","577,40"
2012.07.15.,H15,"21,91","417,60"
2012.07.15.,H16,"20,31","443,20"
2012.07.15.,H17,"19,69","470,90"
2012.07.15.,H18,"22,00","395,30"
2012.07.15.,H19,"30,49","415,20"
2012.07.15.,H20,"35,81","433,00"
2012.07.15.,H21,"37,30","438,00"
2012.07.15.,H22,"40,33","482,80"
2012.07.15.,H23,"43,69","601,90"
2012.07.15.,H24,"33,60","744,30"
2012.07.16.,H1,"32,01","783,20"
2012.07.16.,H2,"24,19","887,80"
2012.07.16.,H3,"20,01","802,60"
2012.07.16.,H4,"16,91","868,90"
2012.07.16.,H5,"17,44","777,00"
2012.07.16.,H6,"25,01","661,60"
2012.07.16.,H7,"38,05","615,60"
2012.07.16.,H8,"51,50","691,50"
2012.07.16.,H9,"53,41","777,40"
2012.07.16.,H10,"54,29","776,30"
2012.07.16.,H11,"61,00","821,70"
2012.07.16.,H12,"76,04","821,70"
2012.07.16.,H13,"69,00","823,00"
2012.07.16.,H14,"51,01","849,30"
2012.07.16.,H15,"47,18","821,20"
2012.07.16.,H16,"47,10","887,80"
2012.07.16.,H17,"48,10","837,00"
2012.07.16.,H18,"45,13","802,70"
2012.07.16.,H19,"63,64","703,30"
2012.07.16.,H20,"53,27","729,70"
2012.07.16.,H21,"51,69","693,70"
2012.07.16.,H22,"50,02","627,90"
2012.07.16.,H23,"48,57","565,70"
2012.07.16.,H24,"38,27","629,20"
2012.07.17.,H1,"35,32","651,30"
2012.07.17.,H2,"31,01","782,10"
2012.07.17.,H3,"28,80","768,30"
2012.07.17.,H4,"24,43","770,80"
2012.07.17.,H5,"24,97","747,50"
2012.07.17.,H6,"31,25","626,80"
2012.07.17.,H7,"40,40","606,60"
2012.07.17.,H8,"51,38","525,40"
2012.07.17.,H9,"59,01","443,60"
2012.07.17.,H10,"73,00","478,70"
2012.07.17.,H11,"85,00","522,90"
2012.07.17.,H12,"85,01","515,50"
2012.07.17.,H13,"105,00","553,80"
2012.07.17.,H14,"91,14","569,70"
2012.07.17.,H15,"111,04","538,80"
2012.07.17.,H16,"103,59","544,20"
2012.07.17.,H17,"85,01","545,30"
2012.07.17.,H18,"54,01","406,20"
2012.07.17.,H19,"52,50","492,70"
2012.07.17.,H20,"51,31","453,80"
2012.07.17.,H21,"54,01","459,30"
2012.07.17.,H22,"59,00","553,60"
2012.07.17.,H23,"49,65","441,20"
2012.07.17.,H24,"42,00","564,90"
2012.07.18.,H1,"36,74","850,60"
2012.07.18.,H2,"33,20","777,10"
2012.07.18.,H3,"28,79","831,60"
2012.07.18.,H4,"26,00","811,80"
2012.07.18.,H5,"27,67","686,20"
2012.07.18.,H6,"31,10","656,00"
2012.07.18.,H7,"40,28","594,50"
2012.07.18.,H8,"51,00","465,20"
2012.07.18.,H9,"56,01","609,00"
2012.07.18.,H10,"57,00","581,70"
2012.07.18.,H11,"59,26","477,60"
2012.07.18.,H12,"61,76","452,70"
2012.07.18.,H13,"58,51","434,40"
2012.07.18.,H14,"55,00","408,10"
2012.07.18.,H15,"49,94","422,30"
2012.07.18.,H16,"47,80","452,90"
2012.07.18.,H17,"47,50","472,30"
2012.07.18.,H18,"49,34","389,40"
2012.07.18.,H19,"50,01","462,10"
2012.07.18.,H20,"50,01","441,30"
2012.07.18.,H21,"48,43","445,80"
2012.07.18.,H22,"47,51","521,20"
2012.07.18.,H23,"48,49","382,90"
2012.07.18.,H24,"40,49","557,20"
2012.07.19.,H1,"36,20","688,40"
2012.07.19.,H2,"32,30","728,50"
2012.07.19.,H3,"27,84","743,90"
2012.07.19.,H4,"22,85","664,40"
2012.07.19.,H5,"22,66","654,30"
2012.07.19.,H6,"30,50","676,90"
2012.07.19.,H7,"39,25","633,20"
2012.07.19.,H8,"48,04","625,70"
2012.07.19.,H9,"55,00","624,20"
2012.07.19.,H10,"58,51","591,90"
2012.07.19.,H11,"75,01","596,20"
2012.07.19.,H12,"76,00","642,20"
2012.07.19.,H13,"81,01","646,10"
2012.07.19.,H14,"81,00","607,40"
2012.07.19.,H15,"76,01","641,60"
2012.07.19.,H16,"81,00","662,90"
2012.07.19.,H17,"81,00","666,30"
2012.07.19.,H18,"76,00","616,10"
2012.07.19.,H19,"55,01","568,80"
2012.07.19.,H20,"55,00","569,80"
2012.07.19.,H21,"55,01","527,60"
2012.07.19.,H22,"75,00","612,70"
2012.07.19.,H23,"58,50","665,30"
2012.07.19.,H24,"38,00","579,70"
2012.07.20.,H1,"34,32","774,10"
2012.07.20.,H2,"29,81","833,60"
2012.07.20.,H3,"25,34","805,10"
2012.07.20.,H4,"23,05","760,30"
2012.07.20.,H5,"23,21","776,70"
2012.07.20.,H6,"30,52","791,80"
2012.07.20.,H7,"39,45","697,20"
2012.07.20.,H8,"53,25","629,90"
2012.07.20.,H9,"59,59","613,30"
2012.07.20.,H10,"65,01","554,80"
2012.07.20.,H11,"75,00","477,90"
2012.07.20.,H12,"80,00","542,70"
2012.07.20.,H13,"80,00","545,50"
2012.07.20.,H14,"75,01","519,70"
2012.07.20.,H15,"71,05","508,10"
2012.07.20.,H16,"65,01","520,30"
2012.07.20.,H17,"65,01","533,00"
2012.07.20.,H18,"59,31","564,80"
2012.07.20.,H19,"53,26","556,90"
2012.07.20.,H20,"53,26","587,00"
2012.07.20.,H21,"51,04","496,40"
2012.07.20.,H22,"50,59","612,40"
2012.07.20.,H23,"49,53","681,30"
2012.07.20.,H24,"42,15","805,90"
2012.07.21.,H1,"40,49","854,90"
2012.07.21.,H2,"36,71","849,60"
2012.07.21.,H3,"33,15","720,70"
2012.07.21.,H4,"30,75","771,80"
2012.07.21.,H5,"29,01","735,50"
2012.07.21.,H6,"28,51","761,40"
2012.07.21.,H7,"29,02","790,90"
2012.07.21.,H8,"35,39","812,90"
2012.07.21.,H9,"40,51","686,50"
2012.07.21.,H10,"45,02","553,50"
2012.07.21.,H11,"45,01","542,70"
2012.07.21.,H12,"45,09","586,40"
2012.07.21.,H13,"43,91","594,80"
2012.07.21.,H14,"37,24","603,80"
2012.07.21.,H15,"34,63","587,00"
2012.07.21.,H16,"32,35","601,20"
2012.07.21.,H17,"33,43","617,10"
2012.07.21.,H18,"37,44","579,00"
2012.07.21.,H19,"40,06","577,20"
2012.07.21.,H20,"43,40","637,10"
2012.07.21.,H21,"45,00","604,70"
2012.07.21.,H22,"43,04","553,10"
2012.07.21.,H23,"44,01","724,90"
2012.07.21.,H24,"37,09","807,10"
2012.07.22.,H1,"29,47","612,70"
2012.07.22.,H2,"23,87","666,70"
2012.07.22.,H3,"18,99","639,00"
2012.07.22.,H4,"15,37","628,80"
2012.07.22.,H5,"15,41","653,80"
2012.07.22.,H6,"14,22","689,50"
2012.07.22.,H7,"10,01","763,90"
2012.07.22.,H8,"15,01","618,30"
2012.07.22.,H9,"20,00","590,10"
2012.07.22.,H10,"26,01","514,30"
2012.07.22.,H11,"30,00","527,50"
2012.07.22.,H12,"30,89","470,40"
2012.07.22.,H13,"31,75","464,90"
2012.07.22.,H14,"23,75","458,00"
2012.07.22.,H15,"19,05","392,60"
2012.07.22.,H16,"21,36","416,60"
2012.07.22.,H17,"20,01","470,10"
2012.07.22.,H18,"24,94","466,80"
2012.07.22.,H19,"33,76","471,70"
2012.07.22.,H20,"40,40","523,80"
2012.07.22.,H21,"40,50","467,40"
2012.07.22.,H22,"41,99","462,90"
2012.07.22.,H23,"43,51","575,90"
2012.07.22.,H24,"34,04","775,80"
2012.07.23.,H1,"29,79","835,30"
2012.07.23.,H2,"20,18","914,70"
2012.07.23.,H3,"16,32","841,90"
2012.07.23.,H4,"12,06","814,40"
2012.07.23.,H5,"13,03","778,60"
2012.07.23.,H6,"19,94","750,90"
2012.07.23.,H7,"36,02","679,00"
2012.07.23.,H8,"46,68","595,90"
2012.07.23.,H9,"47,79","598,80"
2012.07.23.,H10,"49,89","530,80"
2012.07.23.,H11,"48,84","569,90"
2012.07.23.,H12,"48,12","584,60"
2012.07.23.,H13,"45,05","547,70"
2012.07.23.,H14,"42,01","605,90"
2012.07.23.,H15,"40,62","551,20"
2012.07.23.,H16,"40,09","531,30"
2012.07.23.,H17,"39,93","499,30"
2012.07.23.,H18,"43,98","526,90"
2012.07.23.,H19,"47,51","593,90"
2012.07.23.,H20,"48,23","577,50"
2012.07.23.,H21,"49,36","458,10"
2012.07.23.,H22,"45,36","458,90"
2012.07.23.,H23,"45,51","465,20"
2012.07.23.,H24,"40,10","527,20"
2012.07.24.,H1,"36,10","737,20"
2012.07.24.,H2,"33,01","670,60"
2012.07.24.,H3,"30,68","680,20"
2012.07.24.,H4,"26,52","789,20"
2012.07.24.,H5,"27,04","736,60"
2012.07.24.,H6,"31,60","681,60"
2012.07.24.,H7,"39,80","583,90"
2012.07.24.,H8,"48,04","417,50"
2012.07.24.,H9,"50,13","447,10"
2012.07.24.,H10,"51,05","348,40"
2012.07.24.,H11,"49,80","331,00"
