Date,Hours,Prices (EUR/MWh)
02.07.2017,H12,36.70
02.07.2017,H13,37.72
02.07.2017,H14,34.09
02.07.2017,H15,35.34
02.07.2017,H16,39.11
02.07.2017,H17,44.36
02.07.2017,H18,48.64
02.07.2017,H19,50.29
02.07.2017,H20,55.03
02.07.2017,H21,62.50
02.07.2017,H22,65.88
02.07.2017,H23,55.04
02.07.2017,H24,41.91
03.07.2017,H1,31.59
03.07.2017,H2,27.66
03.07.2017,H3,25.35
03.07.2017,H4,24.43
03.07.2017,H5,23.20
03.07.2017,H6,26.58
03.07.2017,H7,35.94
03.07.2017,H8,45.32
03.07.2017,H9,51.86
03.07.2017,H10,52.48
03.07.2017,H11,52.07
03.07.2017,H12,56.44
03.07.2017,H13,57.90
03.07.2017,H14,55.09
03.07.2017,H15,53.96
03.07.2017,H16,49.68
03.07.2017,H17,50.15
03.07.2017,H18,40.06
03.07.2017,H19,42.06
03.07.2017,H20,42.90
03.07.2017,H21,49.96
03.07.2017,H22,48.99
03.07.2017,H23,46.05
03.07.2017,H24,34.52
04.07.2017,H1,29.48
04.07.2017,H2,27.60
04.07.2017,H3,25.41
04.07.2017,H4,26.00
04.07.2017,H5,26.00
04.07.2017,H6,27.44
04.07.2017,H7,36.72
04.07.2017,H8,43.66
04.07.2017,H9,44.36
04.07.2017,H10,43.00
04.07.2017,H11,43.06
04.07.2017,H12,42.35
04.07.2017,H13,44.27
04.07.2017,H14,42.91
04.07.2017,H15,44.36
04.07.2017,H16,45.68
04.07.2017,H17,45.24
04.07.2017,H18,48.20
04.07.2017,H19,50.72
04.07.2017,H20,52.12
04.07.2017,H21,52.98
04.07.2017,H22,50.96
04.07.2017,H23,48.09
04.07.2017,H24,45.89
05.07.2017,H1,43.24
05.07.2017,H2,34.17
05.07.2017,H3,32.08
05.07.2017,H4,30.82
05.07.2017,H5,30.51
05.07.2017,H6,32.92
05.07.2017,H7,44.10
05.07.2017,H8,52.62
05.07.2017,H9,56.34
05.07.2017,H10,57.82
05.07.2017,H11,56.63
05.07.2017,H12,57.45
05.07.2017,H13,57.87
05.07.2017,H14,56.63
05.07.2017,H15,55.98
05.07.2017,H16,55.03
05.07.2017,H17,56.63
05.07.2017,H18,56.63
05.07.2017,H19,54.82
05.07.2017,H20,56.38
05.07.2017,H21,56.63
05.07.2017,H22,56.63
05.07.2017,H23,51.53
05.07.2017,H24,43.33
06.07.2017,H1,36.09
06.07.2017,H2,33.88
06.07.2017,H3,31.09
06.07.2017,H4,29.95
06.07.2017,H5,29.97
06.07.2017,H6,34.09
06.07.2017,H7,46.04
06.07.2017,H8,57.08
06.07.2017,H9,54.87
06.07.2017,H10,54.60
06.07.2017,H11,55.60
06.07.2017,H12,59.84
06.07.2017,H13,58.92
06.07.2017,H14,59.95
06.07.2017,H15,58.53
06.07.2017,H16,58.98
06.07.2017,H17,58.53
06.07.2017,H18,55.09
06.07.2017,H19,54.92
06.07.2017,H20,55.03
06.07.2017,H21,56.93
06.07.2017,H22,57.08
06.07.2017,H23,53.24
06.07.2017,H24,48.66
07.07.2017,H1,42.99
07.07.2017,H2,32.00
07.07.2017,H3,30.34
07.07.2017,H4,29.59
07.07.2017,H5,29.00
07.07.2017,H6,30.96
07.07.2017,H7,38.62
07.07.2017,H8,52.07
07.07.2017,H9,55.94
07.07.2017,H10,60.61
07.07.2017,H11,68.68
07.07.2017,H12,69.55
07.07.2017,H13,74.13
07.07.2017,H14,73.69
07.07.2017,H15,73.69
07.07.2017,H16,74.03
07.07.2017,H17,74.13
07.07.2017,H18,73.69
07.07.2017,H19,68.83
07.07.2017,H20,71.73
07.07.2017,H21,69.55
07.07.2017,H22,68.68
07.07.2017,H23,60.07
07.07.2017,H24,51.23
08.07.2017,H1,50.01
08.07.2017,H2,45.03
08.07.2017,H3,32.94
08.07.2017,H4,30.28
08.07.2017,H5,29.26
08.07.2017,H6,29.02
08.07.2017,H7,35.07
08.07.2017,H8,39.89
08.07.2017,H9,44.91
08.07.2017,H10,45.91
08.07.2017,H11,45.07
08.07.2017,H12,45.09
08.07.2017,H13,44.11
08.07.2017,H14,41.91
08.07.2017,H15,41.10
08.07.2017,H16,42.95
08.07.2017,H17,44.91
08.07.2017,H18,44.91
08.07.2017,H19,49.09
08.07.2017,H20,53.85
08.07.2017,H21,55.06
08.07.2017,H22,56.03
08.07.2017,H23,49.92
08.07.2017,H24,45.09
09.07.2017,H1,42.40
09.07.2017,H2,41.42
09.07.2017,H3,31.20
09.07.2017,H4,30.05
09.07.2017,H5,29.61
09.07.2017,H6,28.78
09.07.2017,H7,29.40
09.07.2017,H8,42.86
09.07.2017,H9,45.97
09.07.2017,H10,49.92
09.07.2017,H11,58.90
09.07.2017,H12,59.96
09.07.2017,H13,60.61
09.07.2017,H14,59.96
09.07.2017,H15,59.96
09.07.2017,H16,62.57
09.07.2017,H17,65.40
09.07.2017,H18,64.75
09.07.2017,H19,63.06
09.07.2017,H20,64.75
09.07.2017,H21,68.67
09.07.2017,H22,70.07
09.07.2017,H23,62.57
09.07.2017,H24,51.50
10.07.2017,H1,46.78
10.07.2017,H2,42.77
10.07.2017,H3,37.36
10.07.2017,H4,32.58
10.07.2017,H5,32.57
10.07.2017,H6,43.09
10.07.2017,H7,59.95
10.07.2017,H8,68.67
10.07.2017,H9,74.42
10.07.2017,H10,88.00
10.07.2017,H11,79.07
10.07.2017,H12,80.00
10.07.2017,H13,90.00
10.07.2017,H14,89.93
10.07.2017,H15,84.97
10.07.2017,H16,90.00
10.07.2017,H17,80.97
10.07.2017,H18,80.00
10.07.2017,H19,65.44
10.07.2017,H20,60.61
10.07.2017,H21,62.57
10.07.2017,H22,60.61
10.07.2017,H23,53.85
10.07.2017,H24,50.13
11.07.2017,H1,50.95
11.07.2017,H2,46.89
11.07.2017,H3,42.61
11.07.2017,H4,41.07
11.07.2017,H5,41.03
11.07.2017,H6,43.09
11.07.2017,H7,52.00
11.07.2017,H8,62.99
11.07.2017,H9,73.90
11.07.2017,H10,87.00
11.07.2017,H11,79.09
11.07.2017,H12,91.95
11.07.2017,H13,95.53
11.07.2017,H14,87.95
11.07.2017,H15,106.38
11.07.2017,H16,105.04
11.07.2017,H17,90.87
11.07.2017,H18,85.99
11.07.2017,H19,78.08
11.07.2017,H20,73.08
11.07.2017,H21,69.00
11.07.2017,H22,64.95
11.07.2017,H23,58.92
11.07.2017,H24,49.63
12.07.2017,H1,50.03
12.07.2017,H2,44.81
12.07.2017,H3,29.61
12.07.2017,H4,28.68
12.07.2017,H5,29.24
12.07.2017,H6,32.05
12.07.2017,H7,41.59
12.07.2017,H8,56.07
12.07.2017,H9,63.93
12.07.2017,H10,69.83
12.07.2017,H11,70.81
12.07.2017,H12,73.97
12.07.2017,H13,68.95
12.07.2017,H14,66.52
12.07.2017,H15,69.09
12.07.2017,H16,75.00
12.07.2017,H17,75.00
12.07.2017,H18,75.00
12.07.2017,H19,75.00
12.07.2017,H20,73.92
12.07.2017,H21,71.66
12.07.2017,H22,68.93
12.07.2017,H23,55.28
12.07.2017,H24,47.69
13.07.2017,H1,49.26
13.07.2017,H2,43.54
13.07.2017,H3,31.04
13.07.2017,H4,31.09
13.07.2017,H5,33.27
13.07.2017,H6,43.50
13.07.2017,H7,50.13
13.07.2017,H8,65.02
13.07.2017,H9,75.54
13.07.2017,H10,72.24
13.07.2017,H11,72.16
13.07.2017,H12,69.93
13.07.2017,H13,69.83
13.07.2017,H14,69.83
13.07.2017,H15,72.24
13.07.2017,H16,71.30
13.07.2017,H17,73.99
13.07.2017,H18,72.24
13.07.2017,H19,73.99
13.07.2017,H20,72.65
13.07.2017,H21,76.11
13.07.2017,H22,72.24
13.07.2017,H23,52.03
13.07.2017,H24,40.41
14.07.2017,H1,47.15
14.07.2017,H2,32.50
14.07.2017,H3,30.50
14.07.2017,H4,29.89
14.07.2017,H5,28.84
14.07.2017,H6,30.93
14.07.2017,H7,38.14
14.07.2017,H8,50.48
14.07.2017,H9,53.31
14.07.2017,H10,58.05
14.07.2017,H11,58.06
14.07.2017,H12,65.00
14.07.2017,H13,62.06
14.07.2017,H14,62.78
14.07.2017,H15,63.03
14.07.2017,H16,66.78
14.07.2017,H17,66.07
14.07.2017,H18,69.78
14.07.2017,H19,64.62
14.07.2017,H20,60.81
14.07.2017,H21,62.78
14.07.2017,H22,65.09
14.07.2017,H23,60.81
14.07.2017,H24,54.04
15.07.2017,H1,52.38
15.07.2017,H2,45.31
15.07.2017,H3,33.95
15.07.2017,H4,32.99
15.07.2017,H5,32.83
15.07.2017,H6,36.44
15.07.2017,H7,39.08
15.07.2017,H8,47.05
15.07.2017,H9,53.86
15.07.2017,H10,58.74
15.07.2017,H11,60.34
15.07.2017,H12,58.33
15.07.2017,H13,58.74
15.07.2017,H14,54.79
15.07.2017,H15,51.85
15.07.2017,H16,50.19
15.07.2017,H17,47.94
15.07.2017,H18,46.26
15.07.2017,H19,48.04
15.07.2017,H20,47.03
15.07.2017,H21,53.03
15.07.2017,H22,54.58
15.07.2017,H23,50.19
15.07.2017,H24,39.63
16.07.2017,H1,31.86
16.07.2017,H2,29.25
16.07.2017,H3,28.12
16.07.2017,H4,27.27
16.07.2017,H5,26.51
16.07.2017,H6,26.34
16.07.2017,H7,25.43
16.07.2017,H8,30.23
16.07.2017,H9,35.05
16.07.2017,H10,37.79
16.07.2017,H11,39.39
16.07.2017,H12,38.20
16.07.2017,H13,38.24
16.07.2017,H14,36.05
16.07.2017,H15,36.01
16.07.2017,H16,35.00
16.07.2017,H17,36.81
16.07.2017,H18,36.91
16.07.2017,H19,39.56
16.07.2017,H20,42.93
16.07.2017,H21,47.53
16.07.2017,H22,50.06
16.07.2017,H23,39.03
16.07.2017,H24,34.57
17.07.2017,H1,29.85
17.07.2017,H2,27.65
17.07.2017,H3,25.90
17.07.2017,H4,25.18
17.07.2017,H5,25.99
17.07.2017,H6,26.58
17.07.2017,H7,36.44
17.07.2017,H8,45.24
17.07.2017,H9,50.93
17.07.2017,H10,50.93
17.07.2017,H11,48.94
17.07.2017,H12,48.99
17.07.2017,H13,50.91
17.07.2017,H14,48.48
17.07.2017,H15,50.83
17.07.2017,H16,51.78
17.07.2017,H17,51.92
17.07.2017,H18,51.52
17.07.2017,H19,52.56
17.07.2017,H20,56.30
17.07.2017,H21,55.72
17.07.2017,H22,59.08
17.07.2017,H23,52.73
17.07.2017,H24,36.77
18.07.2017,H1,34.40
18.07.2017,H2,33.20
18.07.2017,H3,31.93
18.07.2017,H4,30.88
18.07.2017,H5,30.80
18.07.2017,H6,32.40
18.07.2017,H7,47.12
18.07.2017,H8,53.72
18.07.2017,H9,58.49
18.07.2017,H10,64.00
18.07.2017,H11,63.95
18.07.2017,H12,63.05
18.07.2017,H13,65.75
18.07.2017,H14,62.93
18.07.2017,H15,65.07
18.07.2017,H16,68.15
18.07.2017,H17,69.99
18.07.2017,H18,69.19
18.07.2017,H19,65.07
18.07.2017,H20,65.04
18.07.2017,H21,67.94
18.07.2017,H22,69.89
18.07.2017,H23,60.25
18.07.2017,H24,50.62
19.07.2017,H1,45.07
19.07.2017,H2,39.90
19.07.2017,H3,29.49
19.07.2017,H4,28.78
19.07.2017,H5,29.05
19.07.2017,H6,32.78
19.07.2017,H7,39.96
19.07.2017,H8,58.96
19.07.2017,H9,71.15
19.07.2017,H10,74.09
19.07.2017,H11,70.15
19.07.2017,H12,76.50
19.07.2017,H13,75.00
19.07.2017,H14,74.99
19.07.2017,H15,71.94
19.07.2017,H16,74.53
19.07.2017,H17,75.52
19.07.2017,H18,75.43
19.07.2017,H19,70.31
19.07.2017,H20,72.12
19.07.2017,H21,70.54
19.07.2017,H22,69.99
19.07.2017,H23,60.01
19.07.2017,H24,51.07
20.07.2017,H1,50.40
20.07.2017,H2,43.78
20.07.2017,H3,38.38
20.07.2017,H4,36.55
20.07.2017,H5,36.51
20.07.2017,H6,41.02
20.07.2017,H7,45.18
20.07.2017,H8,56.59
20.07.2017,H9,70.18
20.07.2017,H10,75.07
20.07.2017,H11,72.16
20.07.2017,H12,74.13
20.07.2017,H13,73.94
20.07.2017,H14,70.18
20.07.2017,H15,71.98
20.07.2017,H16,74.13
20.07.2017,H17,75.34
20.07.2017,H18,75.99
20.07.2017,H19,74.57
20.07.2017,H20,75.51
20.07.2017,H21,76.25
20.07.2017,H22,75.00
20.07.2017,H23,57.68
20.07.2017,H24,50.08
21.07.2017,H1,51.62
21.07.2017,H2,44.63
21.07.2017,H3,40.91
21.07.2017,H4,39.40
21.07.2017,H5,40.31
21.07.2017,H6,42.78
21.07.2017,H7,47.33
21.07.2017,H8,56.92
21.07.2017,H9,67.91
21.07.2017,H10,76.10
21.07.2017,H11,74.43
21.07.2017,H12,75.96
21.07.2017,H13,77.06
21.07.2017,H14,71.67
21.07.2017,H15,71.85
21.07.2017,H16,70.73
21.07.2017,H17,72.02
21.07.2017,H18,69.37
21.07.2017,H19,65.87
21.07.2017,H20,67.99
21.07.2017,H21,70.05
21.07.2017,H22,70.05
21.07.2017,H23,54.30
21.07.2017,H24,51.23
22.07.2017,H1,53.09
22.07.2017,H2,48.41
22.07.2017,H3,41.15
22.07.2017,H4,38.01
22.07.2017,H5,36.00
22.07.2017,H6,35.28
22.07.2017,H7,41.75
22.07.2017,H8,46.49
22.07.2017,H9,50.91
22.07.2017,H10,58.70
22.07.2017,H11,58.98
22.07.2017,H12,63.13
22.07.2017,H13,65.05
22.07.2017,H14,58.70
22.07.2017,H15,49.90
22.07.2017,H16,48.55
22.07.2017,H17,50.16
22.07.2017,H18,50.16
22.07.2017,H19,50.27
22.07.2017,H20,53.94
22.07.2017,H21,58.09
22.07.2017,H22,57.40
22.07.2017,H23,49.19
22.07.2017,H24,46.52
23.07.2017,H1,49.08
23.07.2017,H2,44.02
23.07.2017,H3,41.46
23.07.2017,H4,40.92
23.07.2017,H5,41.10
23.07.2017,H6,37.55
23.07.2017,H7,38.92
23.07.2017,H8,44.63
23.07.2017,H9,52.26
23.07.2017,H10,60.78
23.07.2017,H11,60.78
23.07.2017,H12,56.44
23.07.2017,H13,56.41
23.07.2017,H14,54.22
23.07.2017,H15,54.00
23.07.2017,H16,58.60
23.07.2017,H17,60.95
23.07.2017,H18,52.26
23.07.2017,H19,52.26
23.07.2017,H20,54.22
23.07.2017,H21,60.05
23.07.2017,H22,62.75
23.07.2017,H23,55.03
23.07.2017,H24,45.06
24.07.2017,H1,40.52
24.07.2017,H2,33.65
24.07.2017,H3,33.23
24.07.2017,H4,33.04
24.07.2017,H5,33.23
24.07.2017,H6,37.97
24.07.2017,H7,47.88
24.07.2017,H8,54.11
24.07.2017,H9,66.47
24.07.2017,H10,75.92
24.07.2017,H11,76.31
24.07.2017,H12,76.74
24.07.2017,H13,76.96
24.07.2017,H14,76.74
24.07.2017,H15,75.87
24.07.2017,H16,74.12
24.07.2017,H17,71.93
24.07.2017,H18,69.75
24.07.2017,H19,62.75
24.07.2017,H20,63.28
24.07.2017,H21,69.75
24.07.2017,H22,63.19
24.07.2017,H23,49.97
24.07.2017,H24,36.00
25.07.2017,H1,33.40
25.07.2017,H2,31.83
25.07.2017,H3,30.00
25.07.2017,H4,28.23
25.07.2017,H5,28.54
25.07.2017,H6,31.08
25.07.2017,H7,36.47
25.07.2017,H8,46.53
25.07.2017,H9,50.07
25.07.2017,H10,51.13
25.07.2017,H11,48.65
25.07.2017,H12,48.94
25.07.2017,H13,49.50
25.07.2017,H14,46.07
25.07.2017,H15,48.63
25.07.2017,H16,49.50
25.07.2017,H17,38.98
25.07.2017,H18,39.92
25.07.2017,H19,39.22
25.07.2017,H20,45.26
25.07.2017,H21,52.07
25.07.2017,H22,53.11
25.07.2017,H23,45.78
25.07.2017,H24,41.54
26.07.2017,H1,33.70
26.07.2017,H2,28.91
26.07.2017,H3,26.06
26.07.2017,H4,27.03
26.07.2017,H5,28.25
26.07.2017,H6,33.95
26.07.2017,H7,50.12
26.07.2017,H8,58.32
26.07.2017,H9,62.86
26.07.2017,H10,68.10
26.07.2017,H11,69.67
26.07.2017,H12,69.67
26.07.2017,H13,76.00
26.07.2017,H14,70.31
26.07.2017,H15,66.66
26.07.2017,H16,66.66
26.07.2017,H17,65.05
26.07.2017,H18,65.05
26.07.2017,H19,62.55
26.07.2017,H20,59.95
26.07.2017,H21,57.10
26.07.2017,H22,56.92
26.07.2017,H23,58.70
26.07.2017,H24,47.59
27.07.2017,H1,49.09
27.07.2017,H2,47.05
27.07.2017,H3,43.56
27.07.2017,H4,41.13
27.07.2017,H5,41.51
27.07.2017,H6,43.84
27.07.2017,H7,51.03
27.07.2017,H8,52.03
27.07.2017,H9,64.27
27.07.2017,H10,72.10
27.07.2017,H11,68.00
27.07.2017,H12,74.53
27.07.2017,H13,76.73
27.07.2017,H14,73.96
27.07.2017,H15,73.69
27.07.2017,H16,70.15
27.07.2017,H17,69.96
27.07.2017,H18,67.07
27.07.2017,H19,60.94
27.07.2017,H20,60.63
27.07.2017,H21,60.31
27.07.2017,H22,60.68
27.07.2017,H23,53.95
27.07.2017,H24,50.90
28.07.2017,H1,52.28
28.07.2017,H2,46.94
28.07.2017,H3,40.38
28.07.2017,H4,39.57
28.07.2017,H5,39.56
28.07.2017,H6,45.01
28.07.2017,H7,50.70
28.07.2017,H8,54.97
28.07.2017,H9,60.93
28.07.2017,H10,60.94
28.07.2017,H11,59.56
28.07.2017,H12,56.33
28.07.2017,H13,53.01
28.07.2017,H14,48.69
28.07.2017,H15,56.12
28.07.2017,H16,56.18
28.07.2017,H17,58.12
28.07.2017,H18,54.92
28.07.2017,H19,48.58
28.07.2017,H20,47.87
28.07.2017,H21,54.96
28.07.2017,H22,53.05
28.07.2017,H23,41.56
28.07.2017,H24,38.02
29.07.2017,H1,48.13
29.07.2017,H2,31.07
29.07.2017,H3,24.66
29.07.2017,H4,23.98
29.07.2017,H5,24.04
29.07.2017,H6,24.74
29.07.2017,H7,31.08
29.07.2017,H8,42.30
29.07.2017,H9,48.92
29.07.2017,H10,51.94
29.07.2017,H11,51.95
29.07.2017,H12,52.96
29.07.2017,H13,53.06
29.07.2017,H14,51.35
29.07.2017,H15,51.63
29.07.2017,H16,51.95
29.07.2017,H17,53.97
29.07.2017,H18,58.04
29.07.2017,H19,63.92
29.07.2017,H20,65.05
29.07.2017,H21,72.72
29.07.2017,H22,72.06
29.07.2017,H23,57.94
29.07.2017,H24,48.65
30.07.2017,H1,33.36
30.07.2017,H2,27.25
30.07.2017,H3,24.66
30.07.2017,H4,24.06
30.07.2017,H5,19.76
30.07.2017,H6,17.56
30.07.2017,H7,18.24
30.07.2017,H8,31.17
30.07.2017,H9,37.50
30.07.2017,H10,42.44
30.07.2017,H11,42.92
30.07.2017,H12,43.08
30.07.2017,H13,43.08
30.07.2017,H14,40.37
30.07.2017,H15,41.71
30.07.2017,H16,43.02
30.07.2017,H17,46.17
30.07.2017,H18,46.28
30.07.2017,H19,51.58
30.07.2017,H20,58.08
30.07.2017,H21,65.19
30.07.2017,H22,68.48
30.07.2017,H23,54.22
30.07.2017,H24,43.90
31.07.2017,H1,34.36
31.07.2017,H2,31.30
31.07.2017,H3,29.93
31.07.2017,H4,28.02
31.07.2017,H5,29.22
31.07.2017,H6,38.03
31.07.2017,H7,43.41
31.07.2017,H8,61.02
31.07.2017,H9,75.00
31.07.2017,H10,82.09
31.07.2017,H11,80.12
31.07.2017,H12,81.36
31.07.2017,H13,82.31
31.07.2017,H14,82.09
31.07.2017,H15,81.22
31.07.2017,H16,81.49
31.07.2017,H17,82.31
31.07.2017,H18,80.91
31.07.2017,H19,83.41
31.07.2017,H20,83.41
31.07.2017,H21,87.58
31.07.2017,H22,87.58
31.07.2017,H23,76.61
31.07.2017,H24,54.00
01.08.2017,H1,56.34
01.08.2017,H2,46.62
01.08.2017,H3,41.74
01.08.2017,H4,39.29
01.08.2017,H5,38.94
01.08.2017,H6,44.79
01.08.2017,H7,53.63
01.08.2017,H8,82.13
01.08.2017,H9,94.42
01.08.2017,H10,87.80
01.08.2017,H11,87.80
01.08.2017,H12,87.80
01.08.2017,H13,87.80
01.08.2017,H14,83.94
01.08.2017,H15,80.99
01.08.2017,H16,85.05
01.08.2017,H17,100.00
01.08.2017,H18,100.00
01.08.2017,H19,87.80
01.08.2017,H20,87.80
01.08.2017,H21,87.80
01.08.2017,H22,87.80
01.08.2017,H23,70.46
01.08.2017,H24,49.00
02.08.2017,H1,50.22
02.08.2017,H2,34.13
02.08.2017,H3,29.78
02.08.2017,H4,27.06
02.08.2017,H5,26.32
02.08.2017,H6,31.07
02.08.2017,H7,34.01
02.08.2017,H8,73.99
02.08.2017,H9,91.23
02.08.2017,H10,98.05
02.08.2017,H11,92.11
02.08.2017,H12,98.06
02.08.2017,H13,100.00
02.08.2017,H14,95.09
02.08.2017,H15,92.00
02.08.2017,H16,92.11
02.08.2017,H17,94.41
02.08.2017,H18,100.00
02.08.2017,H19,94.87
02.08.2017,H20,94.95
02.08.2017,H21,100.00
02.08.2017,H22,95.02
02.08.2017,H23,81.14
02.08.2017,H24,54.83
03.08.2017,H1,60.01
03.08.2017,H2,50.03
03.08.2017,H3,45.00
03.08.2017,H4,41.04
03.08.2017,H5,41.02
03.08.2017,H6,45.06
03.08.2017,H7,56.39
03.08.2017,H8,89.96
03.08.2017,H9,100.00
03.08.2017,H10,105.32
03.08.2017,H11,106.02
03.08.2017,H12,107.51
03.08.2017,H13,107.63
03.08.2017,H14,108.29
03.08.2017,H15,107.51
03.08.2017,H16,108.25
03.08.2017,H17,109.70
03.08.2017,H18,109.70
03.08.2017,H19,109.70
03.08.2017,H20,109.70
03.08.2017,H21,109.70
03.08.2017,H22,109.70
03.08.2017,H23,100.00
03.08.2017,H24,56.46
04.08.2017,H1,69.98
04.08.2017,H2,54.80
04.08.2017,H3,48.83
04.08.2017,H4,43.70
04.08.2017,H5,43.56
04.08.2017,H6,53.07
04.08.2017,H7,62.92
04.08.2017,H8,111.00
04.08.2017,H9,114.07
04.08.2017,H10,120.21
04.08.2017,H11,120.66
04.08.2017,H12,125.04
04.08.2017,H13,125.04
04.08.2017,H14,120.66
04.08.2017,H15,120.66
04.08.2017,H16,122.84
04.08.2017,H17,120.66
04.08.2017,H18,120.66
04.08.2017,H19,120.00
04.08.2017,H20,119.09
04.08.2017,H21,120.26
04.08.2017,H22,115.17
04.08.2017,H23,113.04
04.08.2017,H24,59.43
05.08.2017,H1,69.09
05.08.2017,H2,60.08
05.08.2017,H3,53.51
05.08.2017,H4,50.07
05.08.2017,H5,50.03
05.08.2017,H6,50.08
05.08.2017,H7,51.50
05.08.2017,H8,58.95
05.08.2017,H9,74.08
05.08.2017,H10,87.95
05.08.2017,H11,92.10
05.08.2017,H12,98.69
05.08.2017,H13,93.69
05.08.2017,H14,76.48
05.08.2017,H15,74.04
05.08.2017,H16,75.95
05.08.2017,H17,83.08
05.08.2017,H18,84.00
05.08.2017,H19,91.98
05.08.2017,H20,101.09
05.08.2017,H21,116.09
05.08.2017,H22,99.22
05.08.2017,H23,69.90
05.08.2017,H24,52.02
06.08.2017,H1,54.13
06.08.2017,H2,45.09
06.08.2017,H3,39.88
06.08.2017,H4,29.21
06.08.2017,H5,25.26
06.08.2017,H6,20.78
06.08.2017,H7,28.04
06.08.2017,H8,39.88
06.08.2017,H9,43.80
06.08.2017,H10,46.09
06.08.2017,H11,50.18
06.08.2017,H12,54.13
06.08.2017,H13,54.90
06.08.2017,H14,50.18
06.08.2017,H15,50.98
06.08.2017,H16,50.91
06.08.2017,H17,54.91
06.08.2017,H18,53.97
06.08.2017,H19,57.94
06.08.2017,H20,65.97
06.08.2017,H21,111.64
06.08.2017,H22,70.00
06.08.2017,H23,51.87
06.08.2017,H24,43.02
07.08.2017,H1,29.03
07.08.2017,H2,26.08
07.08.2017,H3,24.19
07.08.2017,H4,23.93
07.08.2017,H5,25.94
07.08.2017,H6,32.10
07.08.2017,H7,45.00
07.08.2017,H8,52.01
07.08.2017,H9,74.29
07.08.2017,H10,100.00
07.08.2017,H11,100.00
07.08.2017,H12,100.00
07.08.2017,H13,120.52
07.08.2017,H14,109.57
07.08.2017,H15,109.57
07.08.2017,H16,120.52
07.08.2017,H17,119.43
07.08.2017,H18,110.05
07.08.2017,H19,107.38
07.08.2017,H20,70.01
07.08.2017,H21,77.97
07.08.2017,H22,65.46
07.08.2017,H23,38.62
07.08.2017,H24,33.92
08.08.2017,H1,35.87
08.08.2017,H2,28.27
08.08.2017,H3,25.35
08.08.2017,H4,23.34
08.08.2017,H5,24.26
08.08.2017,H6,27.82
08.08.2017,H7,35.59
08.08.2017,H8,44.79
08.08.2017,H9,50.18
08.08.2017,H10,51.07
08.08.2017,H11,55.39
08.08.2017,H12,60.70
08.08.2017,H13,67.98
08.08.2017,H14,65.08
08.08.2017,H15,65.08
08.08.2017,H16,69.90
08.08.2017,H17,66.05
08.08.2017,H18,65.08
08.08.2017,H19,70.15
08.08.2017,H20,70.12
08.08.2017,H21,73.14
08.08.2017,H22,62.65
08.08.2017,H23,52.37
08.08.2017,H24,39.95
09.08.2017,H1,35.08
09.08.2017,H2,38.91
09.08.2017,H3,30.71
09.08.2017,H4,30.08
09.08.2017,H5,34.11
09.08.2017,H6,40.93
09.08.2017,H7,45.92
09.08.2017,H8,55.10
09.08.2017,H9,76.44
09.08.2017,H10,108.05
09.08.2017,H11,119.37
09.08.2017,H12,119.08
09.08.2017,H13,116.02
09.08.2017,H14,109.51
09.08.2017,H15,108.03
09.08.2017,H16,107.32
09.08.2017,H17,107.32
09.08.2017,H18,108.07
09.08.2017,H19,108.10
09.08.2017,H20,119.01
09.08.2017,H21,122.87
09.08.2017,H22,107.32
09.08.2017,H23,60.02
09.08.2017,H24,48.61
10.08.2017,H1,51.02
10.08.2017,H2,41.51
10.08.2017,H3,30.22
10.08.2017,H4,29.33
10.08.2017,H5,29.76
10.08.2017,H6,40.49
10.08.2017,H7,50.18
10.08.2017,H8,63.94
10.08.2017,H9,76.10
10.08.2017,H10,75.06
10.08.2017,H11,72.09
10.08.2017,H12,75.09
10.08.2017,H13,100.00
10.08.2017,H14,90.00
10.08.2017,H15,74.56
10.08.2017,H16,74.29
10.08.2017,H17,72.09
10.08.2017,H18,74.29
10.08.2017,H19,90.00
10.08.2017,H20,100.00
10.08.2017,H21,124.90
10.08.2017,H22,100.00
10.08.2017,H23,62.89
10.08.2017,H24,52.66
11.08.2017,H1,45.21
11.08.2017,H2,41.12
11.08.2017,H3,34.79
11.08.2017,H4,32.10
11.08.2017,H5,33.19
11.08.2017,H6,36.52
11.08.2017,H7,42.09
11.08.2017,H8,53.99
11.08.2017,H9,69.82
11.08.2017,H10,63.04
11.08.2017,H11,60.70
11.08.2017,H12,60.42
11.08.2017,H13,62.82
11.08.2017,H14,62.82
11.08.2017,H15,61.50
11.08.2017,H16,69.91
11.08.2017,H17,100.00
11.08.2017,H18,100.00
11.08.2017,H19,100.00
11.08.2017,H20,100.00
11.08.2017,H21,121.48
11.08.2017,H22,109.44
11.08.2017,H23,61.41
11.08.2017,H24,48.07
12.08.2017,H1,52.38
12.08.2017,H2,39.29
12.08.2017,H3,36.04
12.08.2017,H4,33.49
12.08.2017,H5,33.15
12.08.2017,H6,34.92
12.08.2017,H7,38.77
12.08.2017,H8,51.80
12.08.2017,H9,65.14
12.08.2017,H10,74.10
12.08.2017,H11,74.75
12.08.2017,H12,60.77
12.08.2017,H13,56.17
12.08.2017,H14,53.99
12.08.2017,H15,50.05
12.08.2017,H16,50.94
12.08.2017,H17,51.96
12.08.2017,H18,53.99
12.08.2017,H19,58.36
12.08.2017,H20,55.92
12.08.2017,H21,75.08
12.08.2017,H22,56.95
12.08.2017,H23,54.99
12.08.2017,H24,39.12
13.08.2017,H1,29.34
